businessZones,city,companyFullName,companyShortName,companySize,createTime,district,education,industryField,industryLables,jobNature,positionId,workYear,salary,description
"['铜盘', '五凤']",福州,厦门梦加网络科技股份有限公司,厦门梦加,150-500人,2018-11-12 11:00:19,鼓楼区,本科,"移动互联网,游戏","['游戏', 'SPSS', 'SQL']",全职,5275454,不限,4k-8k,"职位描述：

工作职责
1. 游戏运营常规数据的采集和整理，帮助建立数据系统，提供各类数据查询支持。
2. 监控游戏日常运营数据指标，及时发现和报告数据异常，并提供解决建议。
3. 参与各种运营策划和活动的效果分析，提供分析报告协助制定产品改进策略。
4. 深入分析游戏中用户的行为，通过数据挖掘方法找出关键数据指标，建立用户行为模型，预测产品走向，帮助产品精细化运营。
5. 撰写各项数据相关的报告。

任职要求
1. 热爱游戏行业，有游戏行业工作经验或数据分析相关经验优先。
2. 本科以上学历，数理统计，经济或数据挖掘相关专业优先。
3. 具备敏锐的商业嗅觉，对数字敏感。
4. 具备较强逻辑思维能力，良好的沟通能力和文字表达能力。
5. 熟悉数据分析理论，熟悉Excel，SPSS等统计分析工具或者SQL数据库管理系统者优先。
6. 可以运用数据建模知识分析运营数据，发现潜在风险或盈利点者优先。
7. 具有较强抗压能、沟通能力和执行能力。"
"['建新', '金山', '浦上']",福州,福州鸿传信息技术有限公司,鸿传信息,150-500人,2018-11-12 09:20:37,仓山区,本科,"移动互联网,金融",[],全职,5288886,1-3年,5k-8k,"职位描述：

岗位职责
1、配合需求部门提取数据并进行相关分析；
2、完成数据分析报告，建模报告、数据报表项目相关文档工作；
3、参与公司数据分析与挖掘项目的算法设计、开发及评估等工作。
岗位要求
1、数学、统计学、财务管理学等相关专业，大专及以上学历；
2、计算机操作熟练， 对EXCEL的函数、数据透视表等熟悉使用，会 SQL数据提取，有python 基础；  
3、工作认真细心、对数据敏感、良好的沟通能力与团队合作能力；
4、优秀的数学专业应届生，或从事过数据分析1年经验的优先。"
,福州,德佑（天津）房地产经纪服务有限公司福州分公司,链家集团德州德佑公司,2000人以上,2018-11-02 09:43:11,台江区,本科,招聘 企业服务,"['房产服务', '大数据', '营销策划', '行业分析', '市场竞争分析']",全职,5258786,1-3年,5k-10k,"职位描述：

工作内容：
1、业务部门对接：对接业务部门，通过走访、调研、会议等方式整理业务数据，了解各项业务进展情况；
2、数据收集：通过多种途径及方式，收集各方数据需求；
3、数据整理：对于业务数据进行清洗、筛选，保证数据的真实性、准确性，并对数据进行简单分析，提供初步的决策支持。
4、跟进业务关键节点：与业务强联动，跟进业务核心指标和主要流程节点，及时反馈指标情况、解决业务相关问题，推动核心指标增长；
5、相关系统维护：了解相关系统，如业绩系统、财务系统、合同系统使用及业务规则在产品上的使用逻辑，并作为业绩管理员进行业绩数据的导入导出和修改工作；
6、其他：完成上级交代的其他事务。

任职要求：
1.工作经验：1年以上相关工作经验，有房产经验优先、有直营、加盟销管理经验优先；
2.工作技能：精通excel、熟练制作PPT，SQL使用熟练，能够编写数据分析报告。
3.能力要求：敏锐的数据洞察力、优秀的结构化思维能力、良好的数据可视化能力、较强自我驱动能力，自信、热情、豁达、有担当，充满正能量；作风务实，学习能力和抗压能力强。
4、年龄、学历、专业等：统招本科及以上学历"
,常州,常州易宝网络服务有限公司,CO土木在线,50-150人,2018-11-12 08:50:32,武进区,大专,电子商务,[],全职,5202102,3-5年,8k-13k,"职位描述：

岗位职责:  1.独立负责互联网垂直行业数据收集，用户行为轨迹分析等  2.负责数据采集,分析与模型构建执行，探索与研究有效的数据模型  3.其他运营数据分析的支持,业务数据统计等任职要求:  1.具备海量大数据的处理能力,掌握mysql,Hadoop,Hbase,Spark,Flink 等其中的一种或多种知识最佳  2.优秀的数据分析能力,能从海量数据提炼核心结果；有丰富的数据分析、挖掘、清洗和建模的经验  3.具备良好的沟通能力、逻辑思维能力，有独立开展分析研究项目经验  4.数学、统计、计算机等相关专业优先  5.熟悉 java,python等语言,做过java web 开发 最佳  6.工作主动认真负责,以结果为导向的工作态度"
,常州,华人谷（江苏）网络技术有限公司,华人谷,15-50人,2018-11-12 08:56:41,武进区,不限,"移动互联网,电子商务","['电商', '分类信息', '市场分析', '行业分析', '市场竞争分析']",全职,5223433,不限,7k-14k,"职位描述：

市场太多调查不完怎么办
产品太散策略难定怎么办
加入我们，就等你带头！

你来做：
1、APP产品开发/测试阶段与各相关部门协调等工作；2、APP竞品、市场需求的分析与讨论；进行市场性，技术性评估
3、对于APP产品进行功能，结构设计，对于产品营销设计，包括营销目标，目标市场，渠道选择；
4、APP产品开发/上市进度的追踪；5、产品应用的规划、产品损益的分析；6、与技术开发研制团队进行产品需求文档输出。你需要具备：
1、1年以上企划工作经验，商品管理、企划相关专业优先；2、熟练使用各种办公自动化文件，exel报表能力突出；3、工作热情积极，具有良好的沟通能力及文字撰写能力，协调规划能力。
 
我们的用人原则是：聪明、乐观、自省、皮实；
我们有：平等、简单、温暖的伙伴式工作关系；
还在等什么，就现在开始你的投递!"
,常州,常州指南者教育咨询有限公司,指南者教育,50-150人,2018-11-12 10:45:21,天宁区,硕士,教育,['教育'],全职,5085885,不限,10k-15k,"职位描述：

具体的工作：
1、参与PBL(Problem-Based Learning)教学方案设计，以数据分析项目为主轴，线上教授学生相关知识点，及指导学生进行项目操作；
2、进行数据分析项目的统筹规划，准备金融/市场营销/商业分析/传媒/教育等方向的数据分析项目，完成数据准备、场景设计、参考解答准备等环节；
3、负责对学员教学成果的追踪、学生作业问题解答，积极推动课程质量提升；
4、配合完成公司其他工作，如示范项目报告准备等；

我们希望你：
1、研究生学历，数学、统计、计算机、金融工程等专业背景，Python熟练使用者优先考虑；
2、具有快速学习能力，较强的逻辑分析能力，资料搜索能力和文字功底；
3、你可以没有经验没有资源，但要能够在工作中挖开你的脑洞，分享独特的思路；

你的福利：
1、享受同行业中有竞争力的薪酬，灵活的调薪机制（能者多劳，多劳多得）；
2、定期专业分享会与深度讲座，共同学习获得成长（斯坦福大神经验分享）；
3、宽松和谐的工作氛围，丰富免费的咖啡奶茶零食（提供肥宅快乐水供应）；
4、国内外旅游，部门聚餐和团建活动，生日小福利（开心生活，快乐工作）。

工作地点：常州市天宁区关河东路66号九州环宇801、802室"
,常州,北京指南者前程教育科技有限公司,指南者教育,50-150人,2018-11-12 10:48:11,天宁区,硕士,教育,['教育'],全职,5233427,应届毕业生,10k-15k,"职位描述：

具体的工作：
1.参与PBL(Problem-Based Learning)教学方案设计，以数据分析项目为主轴，线上教授学生相关知识点，及指导学生进行项目操作；
2.进行数据分析项目的统筹规划，准备金融/市场营销/商业分析/传媒/教育等方向的数据分析项目，完成数据准备、场景设计、参考解答准备等环节；
3.负责对学员教学成果的追踪、学生作业问题解答，积极推动课程质量提升；
4.配合完成公司其他工作，如示范项目报告准备等；
 
我们希望你：
1.研究生学历，数学、统计、计算机、金融工程等专业背景，Python熟练使用者优先考虑；
2.具有快速学习能力，较强的逻辑分析能力，资料搜索能力和文字功底；
3.你可以没有经验没有资源，但要能够在工作中挖开你的脑洞，分享独特的思路；
 
你的福利：
1.享受同行业中有竞争力的薪酬，灵活的调薪机制（能者多劳，多劳多得）；
2.定期专业分享会与深度讲座，共同学习获得成长（斯坦福大神经验分享）；
3.宽松和谐的工作氛围，丰富免费的咖啡奶茶零食（提供肥宅快乐水供应）；
4.国内外旅游，部门聚餐和团建活动，生日小福利（开心生活，快乐工作）。"
,贵阳,广州瀚信通信科技股份有限公司,广州瀚信,500-2000人,2018-11-12 10:23:17,乌当区,本科,移动互联网,"['大数据', 'SPSS']",全职,5223989,1-3年,9k-11k,"职位描述：

【工作职责】
1、负责运营商营销运营支撑工作； 
2、为客户提供周报、月报或专题分析报告； 
3、深入分析用户行为，为运营推广决策提供支撑； 
4、营销活动监控分析，提出合理建议，促进产品和运营改进
【岗位要求】
1、大学计算机科学与技术、统计学、通信等相关专业本科及以上学历，2年以上运营商行业同类项目经验；
2、有运营商业支支撑工作或市场数据分析工作经验，熟悉移动的数据以及营销的体系，能根据现状提供市场支撑建议；
3、较强的数据处理和分析能力，熟悉SQL结构化查询语句，能够熟练对海量业务数据进行处理；
4、具备一定的数据建模分析能力，熟悉聚类分析、回归分析、相关分析等算法理论，能熟练使用SPSS；
5、具备文档报告撰写能力，思路清晰，条理清楚，熟练使用PPT、EXCEL、WORD等，优秀的文案能力；
6、良好的沟通和表达能力。"
,贵阳,贵阳高登世德金融科技有限公司,高登世德金融科技,50-150人,2018-11-12 09:05:19,观山湖区（金阳新区）,本科,"金融,数据服务","['大数据', '金融', 'SQL']",全职,3884207,1-3年,6k-10k,"职位描述：

1.根据项目的要求和进度进行项目相关的材料及数据的收集、整理
2.负责对各项目数据计算的手稿校验
3.负责对系统进行功能测试和数据测试
4.负责使用系统对各项目进行相关数据计算，测试与核对
5.负责编写各项目的数据报告与数据测试 
职位要求：
1.工作耐心细致，积极主动，责任心强；
2.有较强的数学功底和较强的逻辑分析和归纳能力
3.熟练使用EXCEL
4.熟悉SQL语言并拥有简单的编程基础
5.金融机构从业背景优先
公司简介：
    高登世德金融科技为国内金融机构提供覆盖全流程的资产证券化信息系统服务，解决目前国内证券化信息技术无法满足海量资产、复杂结构证券化产品的管理、设计、定价、收益分配计算等真正需求。 其产品和服务赢得了包括银行、券商、信托和评级公司在内的市场高度认可。已经签约的客户有京东金融，平安普惠，上海农商行，招商证券，华泰证券，众安保险，华润信托， 中诚信证券评级等多家头部持牌金融机构。目前通过高登世德系统处理的各类资产日均近一亿笔，在消费金融资产领域其海量资产数据处理能力和市场占有率排名全国第一。    作为国家重点扶持的金融大数据创新企业，高登世德总部位于国家大数据基地贵阳，并依托武汉高校资源和人才优势，成立了产品研发中心，同时在北京，上海，深圳都设有项目实施中心。2017年，高登世德被认定为国家级高新技术企业和双软认证企业，同时拥有CMMI三级，ISO9001和微软金牌合作伙伴等资质，并先后两次获得京东金融的战略投资和国内资本市场的青睐。"
,贵阳,贵阳高登世德金融科技有限公司,高登世德金融科技,50-150人,2018-11-12 09:05:20,观山湖区（金阳新区）,本科,"金融,数据服务",[],实习,5229579,应届毕业生,2k-3k,"职位描述：

实习内容：
1.在资深系统架构设计师指导下进行数据处理，量化分析等工作
2.在资深投行金融业务人员指导下进行业务操作和数据处理等工作
实习技能：
1.夯实数学功底并增强逻辑分析和归纳能力
2.提高Excel使用技能
3.掌握一定的编程基础并将熟悉SQ
公司简介：
    高登世德金融科技为国内金融机构提供覆盖全流程的资产证券化信息系统服务，解决目前国内证券化信息技术无法满足海量资产、复杂结构证券化产品的管理、设计、定价、收益分配计算等真正需求。 其产品和服务赢得了包括银行、券商、信托和评级公司在内的市场高度认可。已经签约的客户有京东金融，平安普惠，上海农商行，招商证券，华泰证券，众安保险，华润信托， 中诚信证券评级等多家头部持牌金融机构。目前通过高登世德系统处理的各类资产日均近一亿笔，在消费金融资产领域其海量资产数据处理能力和市场占有率排名全国第一。    作为国家重点扶持的金融大数据创新企业，高登世德总部位于国家大数据基地贵阳，并依托武汉高校资源和人才优势，成立了产品研发中心，同时在北京，上海，深圳都设有项目实施中心。2017年，高登世德被认定为国家级高新技术企业和双软认证企业，同时拥有CMMI三级，ISO9001和微软金牌合作伙伴等资质，并先后两次获得京东金融的战略投资和国内资本市场的青睐。"
,天津,荣笑科技（天津）有限公司,荣笑科技,15-50人,2018-11-09 17:25:07,西青区,大专,"移动互联网,电子商务","['电商', '游戏', '数据挖掘', '数据架构']",全职,5311108,3-5年,8k-15k,"职位描述：

谁说天津没有充满情怀的互联网企业？你愿意在情怀满满的企业里，与大牛共同成长吗？你愿意用你的聪明才智赢得属于你的人生吗？你愿意在大佬们做后盾支持的企业里一同成就梦想吗？你愿意和我们一起挑战10亿市值来为自己浑身贴金吗？你愿意让你的老板为你拼命吗？把你的简历投递给荣笑科技，可能是你人生新篇章的起点。我们只为自己的梦想而努力！

【看这里】

1.扁平化管理

2.自由轻松的工作环境

3.工作时间人性化管理：A 9：00-18：00 /  B 9：30-18：30  双休

我们崇尚自由工作时间 迟到人性化区间设计 距公司200米范围内远程打卡 

加班福利 季度团建 生日惊喜 五险一金 

4.话语权 信任度  营造轻松沟通氛围


【你要做什么】

1. 主导整个项目数据收集和分析流程，精准提炼数据和分析，形成结论，并跟踪反馈整个过程；

2. .熟悉游戏分析的相关指标体系，有自己的深入见解；有射击游戏分析经验的优先；

3. 独立主导建设服务于游戏的通用分析框架并把框架抽象自动化，且主动推进实现，促进产品优化和提升

4. .整合外部数据，并结合游戏内用户行为，对用户进行多维度分析和挖掘，撰写高质量的分析报告，指导产品走向和项目改善；

【你具备什么】

1. .统计学、数学、信息与计算科学、计算机（有数据挖掘或游戏分析经验）等相关专业本科以上学历，3年以上互联网数据分析经验；

2. .熟练使用Excel、SQL语句且工作曾使用过Hadoop \ Hive \ presto \ SQL server\ MySQL等中的至少一种。有hadoop、bash使用经验优先；

3. 精通使用SPSS、weka、R、python、matlab等统计分析软件中的至少一种；

4. 具有良好的沟通、表达能力，能够快速、准确地理解产品需求，并能主动且创新性地解决问题

5. 良好的逻辑思维与表达能力，善于用简单语言表述复杂结论；工作独立性强，强烈的自我驱动型，善于团队合作和管理；良好的数据敏感度，善于从海量数据中提炼核心结果；

一句话：正直 专业 热情 负责 高效  能独立完成工作

荣笑科技，在梦想的道路上勇往前行！！！！！！"
['芥园道'],天津,贝壳找房（北京）科技有限公司,贝壳,2000人以上,2018-10-31 20:49:08,红桥区,本科,"移动互联网,O2O","['房产服务', '移动互联网']",全职,5275007,1-3年,10k-15k,"职位描述：

工作职责:1.深刻理解数据本质，挖掘不同业务场景下用户体验的数据洞察，驱动客户服务支持平台运营核心策略的制定和优化；2.基于海量用户行为数据，研究底层数据表的逻辑关系，发现客户服务支持运营中的问题，产生应用价值；3.负责客户服务中心日常运营数据的统计、监控，并进行量化分析；4.通过数据分析挖掘，分析功能使用场景、用户画像特征，发现潜在的缺陷与机会，为业务决策提供数据支撑；5.根据数据分析结论，推导解决方案，并推进方案应用落地；6.沉淀分析思路与框架，形成体验驱动的数据分析方法论;任职资格:1.本科以上学历，有1年以上数据分析相关工作经验；数学、统计学、计算机等相关专业优先；2.精通Excel，会使用Minitab、SPSS、R或SAS任一软件；熟练使用PPT并呈现；熟练运用SQL；3.拥有敏锐分析能力，严谨客观的分析态度，优秀的学习能力和沟通表达能力，能够快速熟悉业务，并对用户体验有敏锐的数据洞察力；4.性格稳重，良好的沟通能力，富有团队合作精神，抗压力强，对工作专注、投入；"
,天津,深圳市流量海科技有限公司,流量海科技,15-50人,2018-11-05 10:10:06,和平区,大专,"企业服务,数据服务",[],全职,5217597,3-5年,7k-12k,"职位描述：

岗位描述：1、负责风险防控产品的需求管理，为客户提供业务风险防控设计方法，业务咨询及需求分析的实施服务； 2、为客户提供各业务的运营数据监测与分析，进行数据异常和波动诊断的数据分析和支持工作；3、深入分析用户、渠道等行为，对用户相关数据进行数据挖掘和用户画像，识别定位风险用户、业务、渠道；4、对各专题进行专门数据分析，提炼风险防控模型，输出分析报告，用数据驱动风险防控

任职资格：1、具有本科以上（含本科）学历，统计学、计算机或其他相关专业学位；2、熟练使用SQL及Excel，能按客户要求独立完成业务风险分析工作，能组织开展专题分析；
3、具有较好的数学建模和逻辑分析能力，至少熟悉使用R语言、SPSS、Matlab、SAS中的一种工具4、优秀的商业分析能力和业务敏感度，有及时发现和分析其中隐含问题的敏锐性 ，能从复杂业务数据进行抽象概括；
5、具有良好的表达能力，优秀的快速学习能力、抗压能力、沟通协调能力、团队合作能力。
6、有对口电信运营商方向的数据分析和挖掘相关工作经验就更好了。"
